lemmatized_question,sequence
who {VERB} {ORGANIZATION},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION name = {ORGANIZATION}
how was {LOCATION} on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened = {DATE} | VERTEX any | CONDITION any
what happen with {LOCATION} on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what has happen with {LOCATION} on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what has happen to {LOCATION} on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what was happen with {LOCATION} on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what were happen with {LOCATION} on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what was {LOCATION} like on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what do {LOCATION} look like on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
how did {LOCATION} do on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
how was {LOCATION} on or before {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what happen with {LOCATION} on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what has happen with {LOCATION} on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what has happen to {LOCATION} on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what was happen with {LOCATION} on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what were happen with {LOCATION} on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <=  {DATE} | VERTEX any | CONDITION any
what was {LOCATION} like on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what do {LOCATION} look like on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
how did {LOCATION} do on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
how was {LOCATION} on {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened <= {DATE} | VERTEX any | CONDITION any
what happen with {LOCATION} between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what has happen with {LOCATION} between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what has happen to {LOCATION} between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what was happen with {LOCATION} between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what were happen with {LOCATION} between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what was {LOCATION} like between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what do {LOCATION} look like between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
how did {LOCATION} do between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
how was {LOCATION} on between years {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what happen with {LOCATION} between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what has happen with {LOCATION} between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what has happen to {LOCATION} between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what was happen with {LOCATION} between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what were happen with {LOCATION} between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what was {LOCATION} like between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what do {LOCATION} look like between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
how did {LOCATION} do between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
how was {LOCATION} on between {YEAR1} and {YEAR2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX any | CONDITION any
what happen with {LOCATION} after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what has happen with {LOCATION} after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what has happen to {LOCATION} after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what was happen with {LOCATION} after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what were happen with {LOCATION} after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what was {LOCATION} like after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what do {LOCATION} look like after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
how did {LOCATION} do after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
how was {LOCATION} after the year {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what happen with {LOCATION} after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what has happen with {LOCATION} after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what has happen to {LOCATION} after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what was happen with {LOCATION} after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what were happen with {LOCATION} after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what was {LOCATION} like after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what do {LOCATION} look like after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
how did {LOCATION} do after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
how was {LOCATION} after {YEAR},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION year >= {YEAR} | VERTEX any | CONDITION any
what happen with {LOCATION} after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what has happen with {LOCATION} after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what has happen to {LOCATION} after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what was happen with {LOCATION} after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what were happen with {LOCATION} after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what was {LOCATION} like after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what do {LOCATION} look like after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
how did {LOCATION} do after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
how was {LOCATION} after the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen to {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what were happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was {LOCATION} like between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what do {LOCATION} look like between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how did {LOCATION} do between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how was {LOCATION} on between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what happen with {LOCATION} on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what has happen with {LOCATION} on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what has happen to {LOCATION} on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what was happen with {LOCATION} on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what were happen with {LOCATION} on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what was {LOCATION} like on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what do {LOCATION} look like on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
how did {LOCATION} do on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
how was {LOCATION} on or after {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE} | VERTEX any | CONDITION any
what happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen to {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what were happen with {LOCATION} between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was {LOCATION} like between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what do {LOCATION} look like between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how did {LOCATION} do between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how was {LOCATION} on between dates {DATE1} and {DATE2},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what happen with {LOCATION} between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen with {LOCATION} between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen to {LOCATION} between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was happen with {LOCATION} between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what were happen with {LOCATION} between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was {LOCATION} like between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what do {LOCATION} look like between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how did {LOCATION} do between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how was {LOCATION} on between the date {DATE} and the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what happen with {LOCATION} from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen with {LOCATION} from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what has happen to {LOCATION} from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was happen with {LOCATION} from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what were happen with {LOCATION} from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what was {LOCATION} like from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
what do {LOCATION} look like from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how did {LOCATION} do from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
how was {LOCATION} on from the date {DATE} to the date {DATE},VERTEX Location | CONDITION name = {LOCATION} | EDGE any | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX any | CONDITION any
who {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} a year ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -1 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} 3 years ago,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = -3 | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} between years {YEAR1} and {YEAR2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} before the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
